date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:21:19	75597/75597	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:19%20GMT	https://wager.tw/article/leo-web	C:/My%20Websites/https___wager.tw_/wager.tw/article/leo-web.html	(from https://wager.tw/page/blog)
10:21:19	19336/19336	---M--	200	added ('OK')	image/webp	etag:%2268eff7bea9f9ea60cd5837ea5d3230f6%22	https://wager.tw/upload/73/article_images/3020a939-6002-4876-86a7-fee62933608c.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/3020a939-6002-4876-86a7-fee62933608c.webp	(from https://wager.tw/page/blog)
10:21:20	75162/75162	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:19%20GMT	https://wager.tw/article/novice	C:/My%20Websites/https___wager.tw_/wager.tw/article/novice.html	(from https://wager.tw/page/blog)
10:21:20	27982/27982	---M--	200	added ('OK')	image/webp	etag:%22a6ef7fa1fb56d4018cef8ce183f38ae4%22	https://wager.tw/upload/73/article_images/2cc15da7-44ca-47d1-a77a-a27510da27ca.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/2cc15da7-44ca-47d1-a77a-a27510da27ca.webp	(from https://wager.tw/page/blog)
10:21:20	100029/100029	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:20%20GMT	https://wager.tw/article/NBA-betting	C:/My%20Websites/https___wager.tw_/wager.tw/article/NBA-betting.html	(from https://wager.tw/page/blog)
10:21:21	34782/34782	---M--	200	added ('OK')	image/webp	etag:%22354f8d0b4fb82082c6f18fd67fb4de15%22	https://wager.tw/upload/73/article_images/0169454d-830c-42cb-b078-55d5d2c9e0c5.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/0169454d-830c-42cb-b078-55d5d2c9e0c5.webp	(from https://wager.tw/page/blog)
10:21:21	103017/103017	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:20%20GMT	https://wager.tw/article/NBA-player	C:/My%20Websites/https___wager.tw_/wager.tw/article/NBA-player.html	(from https://wager.tw/page/blog)
10:21:21	40732/40732	---M--	200	added ('OK')	image/webp	etag:%2213a550ea25c6e1199ed366e21aa1c408%22	https://wager.tw/upload/73/article_images/d32a143e-d23b-401d-85a8-81bd646a2e67.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/d32a143e-d23b-401d-85a8-81bd646a2e67.webp	(from https://wager.tw/page/blog)
10:21:22	88845/88845	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:21%20GMT	https://wager.tw/article/House-Edge	C:/My%20Websites/https___wager.tw_/wager.tw/article/House-Edge.html	(from https://wager.tw/page/blog)
10:21:22	38002/38002	---M--	200	added ('OK')	image/webp	etag:%22e49f2d672a776dfc9122282e5cb077e6%22	https://wager.tw/upload/73/article_images/ed7a808a-fc23-421a-8738-defd31d16631.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/ed7a808a-fc23-421a-8738-defd31d16631.webp	(from https://wager.tw/page/blog)
10:21:22	76562/76562	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:22%20GMT	https://wager.tw/article/gambling	C:/My%20Websites/https___wager.tw_/wager.tw/article/gambling.html	(from https://wager.tw/page/blog)
10:21:22	37132/37132	---M--	200	added ('OK')	image/webp	etag:%2253d8ffd87b697937279e21db723e6faf%22	https://wager.tw/upload/73/article_images/71934208-454e-4d9e-8250-220b6c8c47ff.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/71934208-454e-4d9e-8250-220b6c8c47ff.webp	(from https://wager.tw/page/blog)
10:21:23	82035/82035	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:22%20GMT	https://wager.tw/article/dg99	C:/My%20Websites/https___wager.tw_/wager.tw/article/dg99.html	(from https://wager.tw/page/blog)
10:21:23	44382/44382	---M--	200	added ('OK')	image/webp	etag:%2253bb29d71c241ebfc9e0ad506e950d5b%22	https://wager.tw/upload/73/article_images/13a99da7-c216-4084-a6d0-5d7827f625f3.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/13a99da7-c216-4084-a6d0-5d7827f625f3.webp	(from https://wager.tw/page/blog)
10:21:23	77648/77648	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:23%20GMT	https://wager.tw/article/baseball-rule	C:/My%20Websites/https___wager.tw_/wager.tw/article/baseball-rule.html	(from https://wager.tw/page/blog)
10:21:23	35510/35510	---M--	200	added ('OK')	image/webp	etag:%229202bc89d3953419316d08412f7a6c66%22	https://wager.tw/upload/73/article_images/5c87b9cf-c6ef-43ff-bcc3-3ceebfe99912.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/5c87b9cf-c6ef-43ff-bcc3-3ceebfe99912.webp	(from https://wager.tw/page/blog)
10:21:24	91120/91120	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:23%20GMT	https://wager.tw/article/live-betting	C:/My%20Websites/https___wager.tw_/wager.tw/article/live-betting.html	(from https://wager.tw/page/blog)
10:21:24	32664/32664	---M--	200	added ('OK')	image/webp	etag:%22300f0cfe72e9c71fb568e6087c9c5767%22	https://wager.tw/upload/73/article_images/26939b32-40d7-4e87-8b68-ef9227e29ca1.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/26939b32-40d7-4e87-8b68-ef9227e29ca1.webp	(from https://wager.tw/page/blog)
10:21:25	73934/73934	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:24%20GMT	https://wager.tw/article/USTD	C:/My%20Websites/https___wager.tw_/wager.tw/article/USTD.html	(from https://wager.tw/page/blog)
10:21:25	40134/40134	---M--	200	added ('OK')	image/webp	etag:%2215dcef3d9fdbdaa47f6c18015e287ba8%22	https://wager.tw/upload/73/article_images/9d7525c9-9bd6-46f9-9da5-3a59bf7782e8.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/9d7525c9-9bd6-46f9-9da5-3a59bf7782e8.webp	(from https://wager.tw/page/blog)
10:21:25	82974/82974	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:24%20GMT	https://wager.tw/article/scratch-off-lottery	C:/My%20Websites/https___wager.tw_/wager.tw/article/scratch-off-lottery.html	(from https://wager.tw/page/blog)
10:21:25	63224/63224	---M--	200	added ('OK')	image/webp	etag:%22064c59a59a5164544e9652a281b282e0%22	https://wager.tw/upload/73/article_images/80c9e55c-8ec9-4bf4-a4aa-c8ae6a610477.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/80c9e55c-8ec9-4bf4-a4aa-c8ae6a610477.webp	(from https://wager.tw/page/blog)
10:21:25	28362/28362	---M--	200	added ('OK')	image/webp	etag:%22148c2c923cc38c8b84622e4bb811c58d%22	https://wager.tw/upload/73/article_images/54462f01-86f6-42d5-b993-70a2a631729e.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/54462f01-86f6-42d5-b993-70a2a631729e.webp	(from https://wager.tw/page/blog)
10:21:26	125482/125482	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:25%20GMT	https://wager.tw/article/539	C:/My%20Websites/https___wager.tw_/wager.tw/article/539.html	(from https://wager.tw/page/blog)
10:21:26	27730/27730	---M--	200	added ('OK')	image/webp	etag:%220019d8a72fcc7678d388b94e2b898545%22	https://wager.tw/upload/73/article_images/82cf8e94-a672-4f7d-941d-00abeabf3290.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/82cf8e94-a672-4f7d-941d-00abeabf3290.webp	(from https://wager.tw/page/blog)
10:21:26	94584/94584	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:26%20GMT	https://wager.tw/article/bng-freegame	C:/My%20Websites/https___wager.tw_/wager.tw/article/bng-freegame.html	(from https://wager.tw/page/blog)
10:21:26	39886/39886	---M--	200	added ('OK')	image/webp	etag:%2284898a4fab23ef7c645ea0dcdb04f0cf%22	https://wager.tw/upload/73/article_images/c878fcff-f7e9-4353-9806-576e95c2465c.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/c878fcff-f7e9-4353-9806-576e95c2465c.webp	(from https://wager.tw/page/blog)
10:21:27	112904/112904	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:26%20GMT	https://wager.tw/article/2023sport	C:/My%20Websites/https___wager.tw_/wager.tw/article/2023sport.html	(from https://wager.tw/page/blog)
10:21:27	39136/39136	---M--	200	added ('OK')	image/webp	etag:%226a2fee2a37e0b203337cc5b50c34e73d%22	https://wager.tw/upload/73/article_images/859f214d-f20a-4304-8add-069f8c464ac4.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/859f214d-f20a-4304-8add-069f8c464ac4.webp	(from https://wager.tw/page/blog)
10:21:27	105107/105107	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:27%20GMT	https://wager.tw/article/Scratch-TOP4	C:/My%20Websites/https___wager.tw_/wager.tw/article/Scratch-TOP4.html	(from https://wager.tw/page/blog)
10:21:28	59652/59652	---M--	200	added ('OK')	image/webp	etag:%2246ef3bceeccb434433795c80a1a8f557%22	https://wager.tw/upload/73/article_images/2e7fe0f1-dae2-453e-bba9-956597af187a.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/2e7fe0f1-dae2-453e-bba9-956597af187a.webp	(from https://wager.tw/page/blog)
10:21:28	83830/83830	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:27%20GMT	https://wager.tw/article/EC82A6A84C0A04A4	C:/My%20Websites/https___wager.tw_/wager.tw/article/EC82A6A84C0A04A4.html	(from https://wager.tw/page/blog)
10:21:28	32598/32598	---M--	200	added ('OK')	image/webp	etag:%221a128727f2d57c2818182ebdb6888e12%22	https://wager.tw/upload/73/article_images/8568c40d-2397-4384-9fd8-e35229476d74.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/8568c40d-2397-4384-9fd8-e35229476d74.webp	(from https://wager.tw/page/blog)
10:21:29	75408/75408	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:28%20GMT	https://wager.tw/article/bet365-tw	C:/My%20Websites/https___wager.tw_/wager.tw/article/bet365-tw.html	(from https://wager.tw/page/blog)
10:21:29	32994/32994	---M--	200	added ('OK')	image/webp	etag:%225afd5dfb6f130e033501c9a135fb9522%22	https://wager.tw/upload/73/article_images/18d54808-2eba-4cad-b980-8a156f8e86c8.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/18d54808-2eba-4cad-b980-8a156f8e86c8.webp	(from https://wager.tw/page/blog)
10:21:29	78599/78599	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:28%20GMT	https://wager.tw/article/nbabetting	C:/My%20Websites/https___wager.tw_/wager.tw/article/nbabetting.html	(from https://wager.tw/page/blog)
10:21:29	32604/32604	---M--	200	added ('OK')	image/webp	etag:%2230701bf8718a6e326522305e951c8f64%22	https://wager.tw/upload/73/article_images/965e419b-398e-4417-9fcd-ffa7d866637e.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/965e419b-398e-4417-9fcd-ffa7d866637e.webp	(from https://wager.tw/page/blog)
10:21:30	75115/75115	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:29%20GMT	https://wager.tw/article/9C50586AF7CFBE9D	C:/My%20Websites/https___wager.tw_/wager.tw/article/9C50586AF7CFBE9D.html	(from https://wager.tw/page/blog)
10:21:30	34126/34126	---M--	200	added ('OK')	image/webp	etag:%222708990152eea4597859d35f5fc691a5%22	https://wager.tw/upload/73/article_images/3d4116f8-2f77-4726-8021-8dd901bd9e15.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/3d4116f8-2f77-4726-8021-8dd901bd9e15.webp	(from https://wager.tw/page/blog)
10:21:30	80704/80704	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:29%20GMT	https://wager.tw/article/F200DB78673B22DF	C:/My%20Websites/https___wager.tw_/wager.tw/article/F200DB78673B22DF.html	(from https://wager.tw/page/blog)
10:21:30	26734/26734	---M--	200	added ('OK')	image/webp	etag:%221f11d64fb10569ef624ffcc3e9b975b1%22	https://wager.tw/upload/73/article_images/eb0871b5-6c29-4eee-99a6-36a8cf3d7325.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/eb0871b5-6c29-4eee-99a6-36a8cf3d7325.webp	(from https://wager.tw/page/blog)
10:21:31	76715/76715	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:30%20GMT	https://wager.tw/article/casino-faq	C:/My%20Websites/https___wager.tw_/wager.tw/article/casino-faq.html	(from https://wager.tw/page/blog)
10:21:31	34106/34106	---M--	200	added ('OK')	image/webp	etag:%22bee2b61d99ae831888fde70d203fa97c%22	https://wager.tw/upload/73/article_images/738d1ca1-3c1e-4aee-994d-bab5a854d280.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/738d1ca1-3c1e-4aee-994d-bab5a854d280.webp	(from https://wager.tw/page/blog)
10:21:31	79783/79783	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:30%20GMT	https://wager.tw/article/top20slot	C:/My%20Websites/https___wager.tw_/wager.tw/article/top20slot.html	(from https://wager.tw/page/blog)
10:21:31	41920/41920	---M--	200	added ('OK')	image/webp	etag:%22267922415b26dc417823d96c9344caea%22	https://wager.tw/upload/73/article_images/65228780-3605-4a12-9c13-35414d17c204.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/65228780-3605-4a12-9c13-35414d17c204.webp	(from https://wager.tw/page/blog)
10:21:32	101300/101300	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:31%20GMT	https://wager.tw/article/ranking	C:/My%20Websites/https___wager.tw_/wager.tw/article/ranking.html	(from https://wager.tw/page/blog)
10:21:32	37452/37452	---M--	200	added ('OK')	image/webp	etag:%2291ed4bad3ce83503ce30e020796e747c%22	https://wager.tw/upload/73/article_images/2f318e35-d34a-4d40-8eca-4d72ce5bdb41.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/2f318e35-d34a-4d40-8eca-4d72ce5bdb41.webp	(from https://wager.tw/page/blog)
10:21:32	72281/72281	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:31%20GMT	https://wager.tw/article/5A55882E2E0C2BF7	C:/My%20Websites/https___wager.tw_/wager.tw/article/5A55882E2E0C2BF7.html	(from https://wager.tw/page/blog)
10:21:32	39896/39896	---M--	200	added ('OK')	image/webp	etag:%229d58e50b69e1dff801584d29615c1b20%22	https://wager.tw/upload/73/article_images/cb106309-abb8-4e40-a85e-4a6fd8e31ae3.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/cb106309-abb8-4e40-a85e-4a6fd8e31ae3.webp	(from https://wager.tw/page/blog)
10:21:33	80660/80660	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:32%20GMT	https://wager.tw/article/offside	C:/My%20Websites/https___wager.tw_/wager.tw/article/offside.html	(from https://wager.tw/page/blog)
10:21:33	35048/35048	---M--	200	added ('OK')	image/webp	etag:%225226080bd247ffd391b918eec3e00050%22	https://wager.tw/upload/73/article_images/d70ce275-cc19-4590-a0ad-3a5706d14860.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/d70ce275-cc19-4590-a0ad-3a5706d14860.webp	(from https://wager.tw/page/blog)
10:21:33	95417/95417	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:32%20GMT	https://wager.tw/article/2022world-cup2	C:/My%20Websites/https___wager.tw_/wager.tw/article/2022world-cup2.html	(from https://wager.tw/page/blog)
10:21:33	33576/33576	---M--	200	added ('OK')	image/webp	etag:%222ff7dd29e8b0dcc5deec21dffb4b59bd%22	https://wager.tw/upload/73/article_images/3bb9e21e-a6b2-49d7-a888-6ac4cd8d6eac.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/3bb9e21e-a6b2-49d7-a888-6ac4cd8d6eac.webp	(from https://wager.tw/page/blog)
10:21:34	96431/96431	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:33%20GMT	https://wager.tw/article/718EF8EF6A7C0661	C:/My%20Websites/https___wager.tw_/wager.tw/article/718EF8EF6A7C0661.html	(from https://wager.tw/page/blog)
10:21:34	34184/34184	---M--	200	added ('OK')	image/webp	etag:%220a5f7595e9d4ea3e49534c3a821effcd%22	https://wager.tw/upload/73/article_images/f5be409f-d153-41b0-bb80-c2f1214fe536.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/f5be409f-d153-41b0-bb80-c2f1214fe536.webp	(from https://wager.tw/page/blog)
10:21:34	74294/74294	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:34%20GMT	https://wager.tw/article/leo	C:/My%20Websites/https___wager.tw_/wager.tw/article/leo.html	(from https://wager.tw/page/blog)
10:21:34	28628/28628	---M--	200	added ('OK')	image/webp	etag:%2251861bc3a4e6f7e75c9ba60255c65c6a%22	https://wager.tw/upload/73/article_images/715a05af-780f-40a6-8a82-678c709b7974.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/715a05af-780f-40a6-8a82-678c709b7974.webp	(from https://wager.tw/page/blog)
10:21:35	81265/81265	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:34%20GMT	https://wager.tw/article/533F0D9834814CB9	C:/My%20Websites/https___wager.tw_/wager.tw/article/533F0D9834814CB9.html	(from https://wager.tw/page/blog)
10:21:35	19812/19812	---M--	200	added ('OK')	image/webp	etag:%228c91d5d89ba9d9a52311e512fd9e14da%22	https://wager.tw/upload/73/article_images/08074fde-e095-4da8-948d-727c053e4ca3.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/08074fde-e095-4da8-948d-727c053e4ca3.webp	(from https://wager.tw/page/blog)
10:21:35	82913/82913	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:35%20GMT	https://wager.tw/article/casino-online	C:/My%20Websites/https___wager.tw_/wager.tw/article/casino-online.html	(from https://wager.tw/page/blog)
10:21:35	30490/30490	---M--	200	added ('OK')	image/webp	etag:%226b290b5633f94c2a8451bc7e812f7eeb%22	https://wager.tw/upload/73/article_images/524cf341-9c29-4970-8535-7808c5258ac1.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/524cf341-9c29-4970-8535-7808c5258ac1.webp	(from https://wager.tw/page/blog)
10:21:36	73982/73982	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:35%20GMT	https://wager.tw/article/fa888tw	C:/My%20Websites/https___wager.tw_/wager.tw/article/fa888tw.html	(from https://wager.tw/page/blog)
10:21:36	40586/40586	---M--	200	added ('OK')	image/webp	etag:%222016c8f2b9800abbd09e0321b4f5691a%22	https://wager.tw/upload/73/article_images/ec7e1172-063b-4421-b7d8-2577f55952b9.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/ec7e1172-063b-4421-b7d8-2577f55952b9.webp	(from https://wager.tw/page/blog)
10:21:36	36282/36282	---M--	200	added ('OK')	image/webp	etag:%22c41718bbca42edefda3a3947e9d97030%22	https://wager.tw/upload/73/article_images/26e58fa2-065f-416c-83df-c4b32a87020e.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/26e58fa2-065f-416c-83df-c4b32a87020e.webp	(from https://wager.tw/page/blog)
10:21:37	120203/120203	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:36%20GMT	https://wager.tw/article/lazybag	C:/My%20Websites/https___wager.tw_/wager.tw/article/lazybag.html	(from https://wager.tw/page/blog)
10:21:37	22538/22538	---M--	200	added ('OK')	image/webp	etag:%225f92e7a2462c39ac8a5bff0beb895d4c%22	https://wager.tw/upload/73/article_images/6e80c357-c917-43f3-9084-30f179ba6834.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/6e80c357-c917-43f3-9084-30f179ba6834.webp	(from https://wager.tw/page/blog)
10:21:37	24932/24932	---M--	200	added ('OK')	image/webp	etag:%22544330ae620a1158864c34420ca5fce4%22	https://wager.tw/upload/73/article_images/233fe7f3-95af-4598-a769-636c11811747.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/233fe7f3-95af-4598-a769-636c11811747.webp	(from https://wager.tw/page/blog)
10:21:37	84276/84276	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:37%20GMT	https://wager.tw/article/Slot	C:/My%20Websites/https___wager.tw_/wager.tw/article/Slot.html	(from https://wager.tw/page/blog)
10:21:37	37642/37642	---M--	200	added ('OK')	image/webp	etag:%22ce7400acaf2c0312514b6a238a557364%22	https://wager.tw/upload/73/article_images/a8928631-8d5a-4f9b-b636-a263d27a4155.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/a8928631-8d5a-4f9b-b636-a263d27a4155.webp	(from https://wager.tw/page/blog)
10:21:38	87346/87346	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:37%20GMT	https://wager.tw/article/taiwan-lottery	C:/My%20Websites/https___wager.tw_/wager.tw/article/taiwan-lottery.html	(from https://wager.tw/page/blog)
10:21:38	39848/39848	---M--	200	added ('OK')	image/webp	etag:%2285d941f712a6199d686b0f0a2731f0af%22	https://wager.tw/upload/73/article_images/42391829-edf2-4955-a653-ae46d41e58ae.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/42391829-edf2-4955-a653-ae46d41e58ae.webp	(from https://wager.tw/page/blog)
10:21:38	106622/106622	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:38%20GMT	https://wager.tw/article/rg-trial-fee	C:/My%20Websites/https___wager.tw_/wager.tw/article/rg-trial-fee.html	(from https://wager.tw/page/blog)
10:21:38	35342/35342	---M--	200	added ('OK')	image/webp	etag:%22abdf963ee87bb399470f0acb6ffceec3%22	https://wager.tw/upload/73/article_images/8087c4fa-0072-4fed-b37f-6c8e31738228.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/8087c4fa-0072-4fed-b37f-6c8e31738228.webp	(from https://wager.tw/page/blog)
10:21:39	70786/70786	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:38%20GMT	https://wager.tw/article/og	C:/My%20Websites/https___wager.tw_/wager.tw/article/og.html	(from https://wager.tw/page/blog)
10:21:39	31768/31768	---M--	200	added ('OK')	image/webp	etag:%227db3c3f62608a758cf199f1c4340c7ea%22	https://wager.tw/upload/73/article_images/5b5db070-d2a8-42b7-919e-1deb43dc2c71.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/5b5db070-d2a8-42b7-919e-1deb43dc2c71.webp	(from https://wager.tw/page/blog)
10:21:39	85603/85603	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:39%20GMT	https://wager.tw/article/rggame	C:/My%20Websites/https___wager.tw_/wager.tw/article/rggame.html	(from https://wager.tw/page/blog)
10:21:39	43750/43750	---M--	200	added ('OK')	image/png	etag:%22185f9fdd7104d2e43edabf161cc15a67%22	https://wager.tw/upload/73/article_images/2935ecd1-d193-4175-990c-1dd170e2b548.png	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/2935ecd1-d193-4175-990c-1dd170e2b548.png	(from https://wager.tw/page/blog)
10:21:40	66822/66822	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:39%20GMT	https://wager.tw/article/obgame	C:/My%20Websites/https___wager.tw_/wager.tw/article/obgame.html	(from https://wager.tw/page/blog)
10:21:40	26875/26875	---M--	200	added ('OK')	image/png	etag:%2207aec64acb15fe32df8b088876a6ec81%22	https://wager.tw/upload/73/article_images/1d6fd562-59b3-4572-916e-52e687f17420.png	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/1d6fd562-59b3-4572-916e-52e687f17420.png	(from https://wager.tw/page/blog)
10:21:40	68271/68271	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:40%20GMT	https://wager.tw/article/leogame	C:/My%20Websites/https___wager.tw_/wager.tw/article/leogame.html	(from https://wager.tw/page/blog)
10:21:40	25277/25277	---M--	200	added ('OK')	image/png	etag:%226c3d37f029a81aa6206b31520772625c%22	https://wager.tw/upload/73/article_images/62462e9a-183d-4c95-a5f4-558549e69ada.png	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/62462e9a-183d-4c95-a5f4-558549e69ada.png	(from https://wager.tw/page/blog)
10:21:41	67324/67324	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:40%20GMT	https://wager.tw/article/liongame	C:/My%20Websites/https___wager.tw_/wager.tw/article/liongame.html	(from https://wager.tw/page/blog)
10:21:41	28384/28384	---M--	200	added ('OK')	image/png	etag:%22f3fec00d07b6e871fb1205927747af9c%22	https://wager.tw/upload/73/article_images/ca8b8cd8-b8bb-4518-850e-6626e478b0a9.png	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/ca8b8cd8-b8bb-4518-850e-6626e478b0a9.png	(from https://wager.tw/page/blog)
10:21:41	27070/27070	---M--	200	added ('OK')	image/webp	etag:%22c20aed3f13f7548ccf01050c668ff1b8%22	https://wager.tw/upload/73/article_images/7cc9d95a-fd41-41bb-95d9-4e7b4f3bd26c.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/7cc9d95a-fd41-41bb-95d9-4e7b4f3bd26c.webp	(from https://wager.tw/page/slot)
10:21:42	79535/79535	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:41%20GMT	https://wager.tw/article/homerun	C:/My%20Websites/https___wager.tw_/wager.tw/article/homerun.html	(from https://wager.tw/page/slot)
10:21:42	39530/39530	---M--	200	added ('OK')	image/webp	etag:%2261e255256f10baf52f458fb993171098%22	https://wager.tw/upload/73/article_images/e436bfff-09b5-488b-8879-84d93d3e01f5.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/e436bfff-09b5-488b-8879-84d93d3e01f5.webp	(from https://wager.tw/page/slot)
10:21:42	29582/29582	---M--	200	added ('OK')	image/webp	etag:%22cb59e607ebaa6104eb7565a793f78844%22	https://wager.tw/upload/73/article_images/2a8e9df3-7213-4a8c-a7fa-46e900878ce8.webp	C:/My%20Websites/https___wager.tw_/wager.tw/upload/73/article_images/2a8e9df3-7213-4a8c-a7fa-46e900878ce8.webp	(from https://wager.tw/page/slot)
10:21:43	90567/90567	---MCZ	200	added ('OK')	text/html	date:Fri,%2027%20Dec%202024%2002:21:42%20GMT	https://wager.tw/article/upup	C:/My%20Websites/https___wager.tw_/wager.tw/article/upup.html	(from https://wager.tw/page/slot)
